what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376672419933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376672421954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376672423643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376672425005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672426185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672430378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672430389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672430979
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376672431130
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376672451242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376672493966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672495702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672497037
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376672497502
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376672512845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376672525904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672534786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672536155
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376672536589
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376672539152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376672548055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672549304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672550555
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376672550992
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376672570675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376672611286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672612942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672613955
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376672614463
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376672629206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376672636204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376672642044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672643460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672646514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672646818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672647889
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376672648379
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376672659052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376672667232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376672669763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376672675471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376672678320
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1376672789213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376672789953
